step,concurrency,calls,setup_success,ttfa_p50_ms,ttfa_p95_ms,ttfa_p99_ms,turn_latency_p95_ms,turns,turns_failed,p95_ratio,verdict
baseline,1,30,1.0000,847.1,1149.5,3150.9,6160.3,150,0,1.00,pass
c5,5,30,1.0000,860.0,2543.9,3777.7,6096.0,150,0,2.21,fail
c10,10,30,1.0000,877.4,3108.9,3726.2,5866.9,150,0,2.70,fail
c20,20,40,1.0000,868.4,3151.6,3221.3,5984.3,200,0,2.74,fail
c40,40,80,1.0000,872.8,1954.0,3233.0,6057.0,400,0,1.70,warn
