step,concurrency,calls,setup_success,ttfa_p50_ms,ttfa_p95_ms,ttfa_p99_ms,turn_latency_p95_ms,turns,turns_failed,p95_ratio,verdict
baseline,1,30,1.0000,781.8,949.6,3166.9,5545.4,150,0,1.00,pass
c5,5,30,1.0000,789.1,1939.9,3594.2,5921.0,150,0,2.04,fail
c10,10,30,1.0000,786.0,1252.6,3158.5,6164.7,150,0,1.32,pass
c20,20,40,1.0000,779.3,985.5,3155.0,6397.4,200,0,1.04,pass
c40,40,80,1.0000,784.7,1029.2,3116.2,6051.0,400,0,1.08,pass
