step,concurrency,calls,setup_success,ttfa_p50_ms,ttfa_p95_ms,ttfa_p99_ms,turn_latency_p95_ms,turns,turns_failed,p95_ratio,verdict
baseline,1,10,1.0000,804.1,835.9,949.3,2835.9,50,0,1.00,pass
c5,5,10,1.0000,804.8,821.1,825.9,2821.1,50,0,0.98,pass
c10,10,20,1.0000,803.3,1023.1,1074.0,3023.1,100,0,1.22,pass
c20,20,40,1.0000,805.5,824.7,829.4,2824.7,200,0,0.99,pass
c40,40,80,1.0000,805.5,880.0,1175.0,3113.8,400,0,1.05,pass
