step,concurrency,calls,setup_success,ttfa_p50_ms,ttfa_p95_ms,ttfa_p99_ms,turn_latency_p95_ms,turns,turns_failed,p95_ratio,verdict
baseline,1,30,1.0000,844.5,3293.3,3428.6,6076.2,150,0,1.00,pass
c5,5,30,1.0000,860.8,3256.5,3395.6,6652.3,150,0,0.99,pass
c10,10,30,1.0000,850.0,3327.1,3401.8,6398.9,150,0,1.01,pass
c20,20,40,1.0000,862.2,3270.2,3407.9,5739.6,200,0,0.99,pass
c40,40,80,1.0000,893.3,3551.3,4455.8,8025.6,400,0,1.08,pass
